Sexo,Altura,Peso
Masculino,1.760035546,85.15985912
Masculino,1.732043374,91.39340239
Masculino,1.818819979,92.9533291
Masculino,1.757600181,81.05040052
Masculino,1.708453809,74.39569297
Masculino,1.871603912,101.2735704
Masculino,1.766245261,92.06033917
Masculino,1.73511362,85.90666889
Masculino,1.720569672,80.81680458
Masculino,1.82132637,101.2868747
Masculino,1.616259521,75.76294693
Masculino,1.745518441,81.85921718
Masculino,1.700513278,74.58834177
Masculino,1.592757539,68.02507464
Masculino,1.835363587,87.50262502
Masculino,1.801079788,91.57304144
Masculino,1.717290027,81.5867642
Masculino,1.798359598,89.11626088
Masculino,1.760341134,85.07199719
Masculino,1.682569618,77.87870722
Masculino,1.714301702,86.95347807
Masculino,1.671478707,75.2285884
Masculino,1.814670124,84.21520285
Masculino,1.738995908,80.86726451
Masculino,1.625293285,68.4829457
Masculino,1.803448201,95.22233933
Masculino,1.730748994,78.99665121
Masculino,1.737243166,81.59173154
Masculino,1.729643982,76.08882334
Masculino,1.730770995,83.02766133
Masculino,1.749046294,76.9096802
Masculino,1.680180855,78.66728345
Masculino,1.681633214,82.05012178
Masculino,1.712775853,83.23825179
Masculino,1.764566093,93.43000846
Masculino,1.791102836,83.3520637
Masculino,1.811994751,91.60501825
Masculino,1.803449397,98.03042596
Masculino,1.681539632,72.29823468
Masculino,1.842599999,95.40699738
Masculino,1.713975535,81.01992079
Masculino,1.659900428,66.56005257
Masculino,1.799439185,88.875535
Masculino,1.776437272,77.19046884
Masculino,1.644391313,76.95378448
Masculino,1.760433433,89.98306179
Masculino,1.748496957,81.60476769
Masculino,1.573208011,66.79768457
Masculino,1.742270723,80.27870591
Masculino,1.65655182,84.1267737
Masculino,1.634074662,80.50983445
Masculino,1.74622223,77.03244796
Masculino,1.841237247,90.07514313
Masculino,1.707741845,92.23816234
Masculino,1.708495563,87.64206209
Masculino,1.654010009,80.80065197
Masculino,1.683075629,73.83557702
Masculino,1.719622663,72.25114585
Masculino,1.664479678,78.06973869
Masculino,1.774671833,91.55174251
Masculino,1.739439634,77.27051692
Masculino,1.834234669,93.16322833
Masculino,1.73176013,77.01443613
Masculino,1.828322646,90.91683471
Masculino,1.678054473,81.0065869
Masculino,1.69306657,76.20988192
Masculino,1.717025375,80.63349439
Masculino,1.73344698,87.66925554
Masculino,1.646138985,73.65412066
Masculino,1.714302344,83.18150353
Masculino,1.73179056,82.12566337
Masculino,1.766655976,95.64983907
Masculino,1.686617142,75.1006079
Masculino,1.691440791,88.97144022
Masculino,1.827171519,91.64671686
Masculino,1.73449086,77.29830984
Masculino,1.77686846,91.60211063
Masculino,1.82501868,87.71886067
Masculino,1.670189665,81.5811685
Masculino,1.702609043,70.9826405
Masculino,1.948429805,106.6102726
Masculino,1.843306483,104.5804995
Masculino,1.771111644,92.48551338
Masculino,1.84910029,98.98129251
Masculino,1.842499593,101.0001329
Masculino,1.836286482,94.56260851
Masculino,1.70823445,82.00032886
Masculino,1.928989294,105.1992963
Masculino,1.684432291,77.3800724
Masculino,1.807363759,85.39849607
Masculino,1.808281938,88.9320137
Masculino,1.833816805,97.34254837
Masculino,1.908576864,101.6610594
Masculino,1.636052846,71.93040465
Masculino,1.644254379,75.52363522
Masculino,1.610730513,72.63856136
Masculino,1.723356097,79.91056272
Masculino,1.674667335,79.14519835
Masculino,1.802550381,87.95450835
Masculino,1.716550981,84.81796605
Masculino,1.742167469,78.74172858
Masculino,1.786248737,87.70052452
Masculino,1.838819802,94.54521011
Masculino,1.79884976,93.4549867
Masculino,1.673943852,78.27880803
Masculino,1.899802526,105.5216437
Masculino,1.719095343,80.39477766
Masculino,1.705761454,79.67199849
Masculino,1.823080967,96.44557767
Masculino,1.642496891,75.73595696
Masculino,1.730318316,89.09208014
Masculino,1.696387952,75.03834922
Masculino,1.696868586,80.08890812
Masculino,1.724304751,79.22083034
Masculino,1.757008854,88.55825363
Masculino,1.783713053,93.29689189
Masculino,1.647337299,71.82247013
Masculino,1.722655769,76.69385528
Masculino,1.611382286,61.53247025
Masculino,1.824950245,98.95456362
Masculino,1.694893071,70.71484242
Masculino,1.827994964,91.41164361
Masculino,1.930942226,107.014261
Masculino,1.815492973,88.6286005
Masculino,1.711193139,80.12081608
Masculino,1.792103192,90.02005451
Masculino,1.774624373,84.23977336
Masculino,1.725868279,80.44359975
Masculino,1.882255795,97.86695526
Masculino,1.756863042,84.83194287
Masculino,1.690553606,77.8309551
Masculino,1.694220767,78.39881864
Masculino,1.70805005,76.33065416
Masculino,1.753905191,74.30772381
Masculino,1.795087778,86.19317987
Masculino,1.663674476,71.15501317
Masculino,1.65575541,78.29298352
Masculino,1.716230832,76.68613273
Masculino,1.874910797,104.9497115
Masculino,1.818806731,94.00723496
Masculino,1.720208631,78.08718394
Masculino,1.733070752,90.64034634
Masculino,1.674607311,76.24452844
Masculino,1.817331791,89.72946791
Masculino,1.75677528,89.3088518
Masculino,1.742380547,81.74722436
Masculino,1.804860777,85.78974493
Masculino,1.616559113,71.8593358
Masculino,1.808034367,94.76573479
Masculino,1.679668299,84.88578392
Masculino,1.652457277,71.47818857
Masculino,1.729520909,82.3925343
Masculino,1.803225855,92.87153101
Masculino,1.885217842,104.8388906
Masculino,1.760908802,84.48540251
Masculino,1.649256092,82.1427975
Masculino,1.736009795,90.22903862
Masculino,1.801599777,92.24729039
Masculino,1.561536354,73.0414133
Masculino,1.739666643,86.09486264
Masculino,1.830067203,90.81047546
Masculino,1.842050343,100.6352054
Masculino,1.809341349,97.09604994
Masculino,1.835381526,91.49022586
Masculino,1.716152013,84.90663742
Masculino,1.835597218,89.14335948
Masculino,1.590046299,68.81935357
Masculino,1.682405507,75.88488326
Masculino,1.76912111,90.19398333
Masculino,1.759862404,81.09757481
Masculino,1.79642208,87.78792805
Masculino,1.74824682,89.69240497
Masculino,1.676766477,83.67047025
Masculino,1.686938004,70.39516431
Masculino,1.69203686,73.02473825
Masculino,1.728084473,85.76726911
Masculino,1.79076091,78.46502861
Masculino,1.756606329,88.85659385
Masculino,1.798193574,97.86094598
Masculino,1.655937179,75.61719246
Masculino,1.899557144,108.6191988
Masculino,1.80509942,83.58765984
Masculino,1.761088624,90.71116704
Masculino,1.77543978,86.82312755
Masculino,1.636399922,76.70673417
Masculino,1.72344412,88.33462951
Masculino,1.715746365,83.12830109
Masculino,1.89909315,95.42218546
Masculino,1.814041228,89.83055963
Masculino,1.704856748,78.31911398
Masculino,1.774433533,89.38983672
Masculino,1.73814266,86.41198186
Masculino,1.725510458,83.71295898
Masculino,1.739781716,81.61479195
Masculino,1.657201243,72.34944349
Masculino,1.782707942,89.75890256
Masculino,1.806044982,98.55183515
Masculino,1.738568495,85.2333747
Masculino,1.661682651,80.2231105
Masculino,1.719600018,83.98181179
Masculino,1.885265802,101.2908232
Masculino,1.807648045,93.86775757
Masculino,1.707661606,77.5719794
Masculino,1.724166203,79.4797469
Masculino,1.711359937,78.61227309
Masculino,1.746535672,82.15735959
Masculino,1.821313922,91.90190026
Masculino,1.762277268,90.65085245
Masculino,1.872399802,101.3845726
Masculino,1.764115756,99.45543719
Masculino,1.797971761,95.80600272
Masculino,1.822918979,91.08088659
Masculino,1.761323731,94.71452086
Masculino,1.658265048,73.21891742
Masculino,1.801414848,94.27279868
Masculino,1.742355232,82.02366972
Masculino,1.742536429,80.2021509
Masculino,1.764760101,88.27078456
Masculino,1.674644764,73.93938086
Masculino,1.740492971,78.59424805
Masculino,1.877799753,97.80360288
Masculino,1.808427621,95.31541903
Masculino,1.690537306,83.93378634
Masculino,1.822253816,85.25965103
Masculino,1.771518665,85.35752239
Masculino,1.695466615,81.43888905
Masculino,1.770187525,96.03386398
Masculino,1.788249327,89.67164727
Masculino,1.753101297,84.49881179
Masculino,1.644200094,75.34444705
Masculino,1.803351091,85.64357824
Masculino,1.637279282,73.2001802
Masculino,1.771637874,87.75935477
Masculino,1.81678196,85.85698261
Masculino,1.735529063,94.2496564
Masculino,1.797423892,90.41143474
Masculino,1.814043861,95.19010398
Masculino,1.762518042,81.72621972
Masculino,1.828843998,89.0013613
Masculino,1.757463464,85.92801259
Masculino,1.680625627,75.07616304
Masculino,1.708712432,82.73267855
Masculino,1.801262219,85.98189805
Masculino,1.75564515,86.01286779
Masculino,1.712189257,77.19748664
Masculino,1.852641686,98.02015663
Masculino,1.790469589,80.31659144
Masculino,1.75280979,88.92732337
Masculino,1.695757592,76.06766552
Masculino,1.755664859,81.46875947
Masculino,1.857407187,100.0903297
Masculino,1.714165327,74.52306788
Masculino,1.64985899,71.00752063
Masculino,1.721675222,83.31631327
Masculino,1.71862493,77.24927242
Masculino,1.688500484,76.48804028
Masculino,1.853871583,95.0901857
Masculino,1.7669061,88.60746736
Masculino,1.803490428,88.14324931
Masculino,1.775857189,99.50361324
Masculino,1.821107401,93.05980364
Masculino,1.718308498,81.13979777
Masculino,1.734707086,82.42904237
Masculino,1.744656294,92.33341425
Masculino,1.7504606,74.91345551
Masculino,1.751606344,89.78018625
Masculino,1.708079774,78.60031521
Masculino,1.750462936,83.43731352
Masculino,1.67229903,63.29157903
Masculino,1.642645319,72.66029556
Masculino,1.683915802,74.2095271
Masculino,1.704278678,87.97655684
Masculino,1.701756559,86.13417127
Masculino,1.802434061,83.56256993
Masculino,1.737890154,86.54340217
Masculino,1.718374201,85.3663922
Masculino,1.920752906,102.606123
Masculino,1.791950747,89.75657382
Masculino,1.749827308,86.41546404
Masculino,1.734427111,79.94410547
Masculino,1.650874988,80.61565401
Masculino,1.665624597,78.78518096
Masculino,1.760374641,95.46472281
Masculino,1.668899772,77.15631765
Masculino,1.722221372,78.68008342
Masculino,1.758090142,83.88587165
Masculino,1.727581153,88.12707625
Masculino,1.572944503,67.65315901
Masculino,1.708565613,87.30327254
Masculino,1.718991275,81.53359501
Masculino,1.777260952,92.01724186
Masculino,1.658961923,74.09763915
Masculino,1.826412538,98.44211542
Masculino,1.682341163,83.08053754
Masculino,1.671699548,75.56105469
Masculino,1.850261676,93.10023728
Masculino,1.802115864,86.04787365
Masculino,1.812132714,99.14909438
Masculino,1.80481387,92.14249685
Masculino,1.572908901,63.45987241
Masculino,1.746566422,89.03737263
Masculino,1.716632112,81.61805536
Masculino,1.710987045,74.45533797
Masculino,1.673330577,76.28283532
Masculino,1.744846959,86.06576927
Masculino,1.766185483,88.52780043
Masculino,1.692521147,86.39481284
Masculino,1.7731715,92.72634521
Masculino,1.744468792,88.97287947
Masculino,1.81902554,95.10506325
Masculino,1.770120801,86.60593364
Masculino,1.800887594,89.78626566
Masculino,1.727347675,84.72213609
Masculino,1.793639897,85.57647474
Masculino,1.817908332,80.00309942
Masculino,1.854526727,94.95025649
Masculino,1.543002194,61.76470492
Masculino,1.754685839,86.60674195
Masculino,1.761203936,86.83828806
Masculino,1.721031298,83.88657
Masculino,1.931087879,105.3756179
Masculino,1.83458145,91.5253486
Masculino,1.75059445,85.42450995
Masculino,1.659507163,79.22249167
Masculino,1.674683048,83.43529499
Masculino,1.789853908,85.05648093
Masculino,1.858798508,96.99957298
Masculino,1.741192344,79.4782368
Masculino,1.74064697,76.9042301
Masculino,1.615349968,65.58579276
Masculino,1.705463727,79.68674024
Masculino,1.798735814,89.44769034
Masculino,1.867669234,101.1174949
Masculino,1.679983151,75.02623971
Masculino,1.724833984,77.29995579
Masculino,1.814407746,98.26352935
Masculino,1.704662067,78.79239852
Masculino,1.861411516,98.83598106
Masculino,1.617283612,73.0343344
Masculino,1.758323136,87.88639102
Masculino,1.76962115,80.33989987
Masculino,1.790330384,92.90816835
Masculino,1.752718818,80.16423797
Masculino,1.738830508,87.43532058
Masculino,1.677028238,75.73224499
Masculino,1.760681496,84.70292995
Masculino,1.75457461,85.50496436
Masculino,1.868481667,94.51118288
Masculino,1.678627298,73.25326915
Masculino,1.867560002,97.5071457
Masculino,1.76984813,93.04696117
Masculino,1.69359024,83.09690057
Masculino,1.853226303,94.75319823
Masculino,1.733470552,94.31345503
Masculino,1.827698298,95.55550493
Masculino,1.804889287,92.65660058
Masculino,1.701214529,88.54065461
Masculino,1.739341253,86.49372487
Masculino,1.810624811,90.55306093
Masculino,1.65050359,75.66898101
Masculino,1.69575185,81.10118586
Masculino,1.746660508,84.2648332
Masculino,1.752410607,87.88578552
Masculino,1.810897943,103.7821684
Masculino,1.753856751,87.24835706
Masculino,1.690153643,79.82476881
Masculino,1.740294296,79.89632214
Masculino,1.713476769,80.5047191
Masculino,1.812477513,91.51714897
Masculino,1.742196313,80.21467173
Masculino,1.771296602,84.15238897
Masculino,1.77377997,85.293976
Masculino,1.839228878,85.90333621
Masculino,1.66203876,75.34021576
Masculino,1.683198482,77.22418205
Masculino,1.777347242,96.52638819
Masculino,1.808713533,88.97010502
Masculino,1.776409965,91.75224263
Masculino,1.813204964,91.32266217
Masculino,1.640555054,71.87356822
Masculino,1.747341804,79.14709963
Masculino,1.738521967,83.36274013
Masculino,1.757720084,85.32231514
Masculino,1.76342084,79.9199954
Masculino,1.76799812,88.08796117
Masculino,1.851195357,88.08741549
Masculino,1.579329613,66.1786017
Masculino,1.749417548,87.0143068
Masculino,1.805434122,95.18797073
Masculino,1.833436367,91.29066463
Masculino,1.830393976,94.7018557
Masculino,1.71145347,82.85926289
Masculino,1.725539717,75.49367731
Masculino,1.798369029,87.72183533
Masculino,1.66494768,80.94273275
Masculino,1.782857102,93.41362493
Masculino,1.823186482,90.36006454
Masculino,1.730509326,87.10314622
Masculino,1.736330857,79.49699085
Masculino,1.678695068,77.11362635
Masculino,1.818135128,93.14410283
Masculino,1.86783136,88.92374285
Masculino,1.806334509,94.41310025
Masculino,1.798175285,92.02969968
Masculino,1.821918136,85.54526391
Masculino,1.605191871,73.67688501
Masculino,1.729768281,82.94045307
Masculino,1.672744933,71.35800016
Masculino,1.735999995,81.04606672
Masculino,1.766829815,84.92042313
Masculino,1.745698923,77.84596098
Masculino,1.782020252,90.9607732
Masculino,1.750652751,87.96397101
Masculino,1.633224425,70.52895469
Masculino,1.78957308,87.32918872
Masculino,1.743051205,72.51239546
Masculino,1.769484694,79.94986201
Masculino,1.754095667,77.88585883
Masculino,1.70756545,82.42209669
Masculino,1.679341312,77.73968093
Masculino,1.742881639,81.25291958
Masculino,1.758924925,85.03467648
Masculino,1.768904417,82.55586262
Masculino,1.84904452,97.28378607
Masculino,1.906117475,94.58599623
Masculino,1.802706177,86.28324459
Masculino,1.889455516,98.49476656
Masculino,1.634798962,70.79392952
Masculino,1.811705827,93.61474796
Masculino,1.706169421,80.80874234
Masculino,1.889802466,103.7993503
Masculino,1.622245192,79.13978618
Masculino,1.749704191,74.48662686
Masculino,1.832152552,96.2329215
Masculino,1.737454645,93.4468048
Masculino,1.653353472,75.94657305
Masculino,1.75843385,88.54968545
Masculino,1.827473822,94.88040585
Masculino,1.713559963,82.69047219
Masculino,1.760547879,86.26653152
Masculino,1.618768624,72.73122498
Masculino,1.541267362,58.64995783
Masculino,1.794848406,88.73460571
Masculino,1.716888391,84.70901779
Masculino,1.8960975,103.1925568
Masculino,1.789863803,89.44275997
Masculino,1.827377867,95.05313092
Masculino,1.880254071,95.14520536
Masculino,1.797868595,99.98844438
Masculino,1.644072327,76.75142917
Masculino,1.736928812,84.29815378
Masculino,1.815318208,87.40339103
Masculino,1.700389125,80.29768272
Masculino,1.798243267,90.69460738
Masculino,1.658427843,76.52570042
Masculino,1.56855185,56.03142315
Masculino,1.587009051,72.6846566
Masculino,1.722264269,89.39516861
Masculino,1.765960255,73.46878146
Masculino,1.841519218,91.46919473
Masculino,1.790326486,88.35353333
Masculino,1.693919294,73.73842811
Masculino,1.810814707,79.74651351
Masculino,1.823637887,94.97285754
Masculino,1.855631144,92.74164638
Masculino,1.748875201,95.64860766
Masculino,1.677554274,76.80511055
Masculino,1.879241896,101.2990172
Masculino,1.758991094,87.51923762
Masculino,1.761252693,78.42829865
Masculino,1.80279713,86.89566718
Masculino,1.614456452,71.26822656
Masculino,1.772161834,82.91464148
Masculino,1.65578733,68.89475808
Masculino,1.777465097,87.69803997
Masculino,1.771665168,84.10871242
Masculino,1.807754351,88.62392541
Masculino,1.792528845,79.01437896
Masculino,1.667537674,74.68389931
Masculino,1.705315719,74.31884245
Masculino,1.674319408,79.25163988
Masculino,1.874180566,96.57006777
Masculino,1.720526184,78.37815819
Masculino,1.664819537,78.00896607
Masculino,1.808833379,88.86936683
Masculino,1.666045792,79.29490824
Masculino,1.667955884,79.18219385
Masculino,1.574107491,63.62891694
Masculino,1.877058443,97.7762367
Masculino,1.837491464,97.9116479
Masculino,1.785917036,83.57160925
Masculino,1.704735334,76.29521961
Masculino,1.674685037,68.66690775
Masculino,1.707584724,84.35464603
Masculino,1.780904328,92.18889881
Masculino,1.900974093,101.5800473
Masculino,1.638993487,67.34585068
Masculino,1.779301869,93.98191112
Masculino,1.824562487,93.07400721
Masculino,1.850053188,94.99244098
Masculino,1.86186739,90.34059921
Masculino,1.686387088,74.87204743
Masculino,1.689485114,81.99159938
Masculino,1.75952944,91.76117409
Masculino,1.73309163,88.56934895
Masculino,1.788512273,83.56652965
Masculino,1.771062884,85.4811875
Masculino,1.663972641,71.307
Masculino,1.756086642,89.15463461
Masculino,1.871121196,94.5133091
Masculino,1.673675914,71.75150256
Masculino,1.736202496,83.73243845
Masculino,1.788788155,89.76934154
Masculino,1.830837109,92.01903069
Masculino,1.82146257,90.30152237
Masculino,1.669520711,70.86199559
Masculino,1.62301779,76.33938631
Masculino,1.786026647,91.4037106
Masculino,1.671033737,79.19036944
Masculino,1.77361759,89.32630467
Masculino,1.735611212,89.70096212
Masculino,1.720636367,75.13452945
Masculino,1.905860792,105.6353658
Masculino,1.864463086,87.42194822
Masculino,1.766690952,87.17213858
Masculino,1.63929161,71.27264124
Masculino,1.715687741,74.16017643
Masculino,1.856650541,93.05791203
Masculino,1.690471119,77.75870129
Masculino,1.879386746,94.78474072
Masculino,1.799912277,95.14513365
Masculino,1.817845836,93.55816989
Masculino,1.672295135,80.38187345
Masculino,1.784998555,96.03287733
Masculino,1.569047459,67.81879026
Masculino,1.900553611,99.94289486
Masculino,1.818770705,87.28383338
Masculino,1.708406631,74.11087552
Masculino,1.801474539,90.6179455
Masculino,1.906515584,99.14789308
Masculino,1.856762256,101.2447434
Masculino,1.794814598,98.86131097
Masculino,1.705474551,77.65854219
Masculino,1.704928097,66.92209122
Masculino,1.765933577,77.12757032
Masculino,1.656707168,72.95401621
Masculino,1.737625756,83.9725283
Masculino,1.746591978,80.32367374
Masculino,1.725596468,85.67638512
Masculino,1.758640849,72.23226534
Masculino,1.739029388,85.31132455
Masculino,1.668635057,68.47458522
Masculino,1.76354735,78.16570487
Masculino,1.679838942,75.46135881
Masculino,1.800277023,84.52232257
Masculino,1.675715851,85.12040893
Masculino,1.649453532,74.33480763
Masculino,1.736562524,89.33479338
Masculino,1.765949003,86.04982863
Masculino,1.687972294,85.71754886
Masculino,1.764654377,80.44184793
Masculino,1.745744507,83.52015904
Masculino,1.874044372,100.3528194
Masculino,1.943147837,98.82976988
Masculino,1.809132829,90.34778153
Masculino,1.638457745,74.61611115
Masculino,1.689196899,74.05797604
Masculino,1.757944491,85.10518691
Masculino,1.614077791,68.19609715
Masculino,1.771170662,91.94639499
Masculino,1.742648495,82.42899928
Masculino,1.815188908,93.70803631
Masculino,1.765540995,92.52622806
Masculino,1.873494748,105.0559259
Masculino,1.734255784,88.53666304
Masculino,1.840347689,90.85001783
Masculino,1.797537509,88.61065634
Masculino,1.789484375,85.32019741
Masculino,1.750164111,88.29618633
Masculino,1.758656051,89.5446184
Masculino,1.708857321,70.94925937
Masculino,1.815179623,94.2422222
Masculino,1.748552091,77.98212184
Masculino,1.813711504,98.39474976
Masculino,1.781679801,86.44807275
Masculino,1.795264152,93.49438637
Masculino,1.740944348,91.22145909
Masculino,1.814442064,93.70948876
Masculino,1.65660884,72.11537454
Masculino,1.797638046,94.44862084
Masculino,1.771906408,85.19011827
Masculino,1.624648279,76.3620291
Masculino,1.785725747,89.2828776
Masculino,1.78604797,93.22315927
Masculino,1.71209736,74.64968819
Masculino,1.704886177,75.83680107
Masculino,1.736790529,76.65589667
Masculino,1.76728727,83.56070394
Masculino,1.588319233,76.27306575
Masculino,1.761155267,83.51516195
Masculino,1.696401669,78.09747781
Masculino,1.914938823,99.15742274
Masculino,1.783426179,86.0275459
Masculino,1.806030516,89.24880578
Masculino,1.772764752,82.42825389
Masculino,1.688384849,79.55518104
Masculino,1.796128338,94.66946249
Masculino,1.615915419,73.78812754
Masculino,1.791951705,86.78075282
Masculino,1.712031656,87.39485565
Masculino,1.814453442,96.7683862
Masculino,1.742272491,85.00435813
Masculino,1.814889094,92.28258432
Masculino,1.795749265,86.17596359
Masculino,1.813343198,89.49697633
Masculino,1.790335337,87.70659662
Masculino,1.889967972,102.8298543
Masculino,1.61037075,83.99992641
Masculino,1.737352866,77.71357637
Masculino,1.712718296,79.43507635
Masculino,1.798624799,89.00439992
Masculino,1.704600884,88.33818168
Masculino,1.720296785,83.67348161
Masculino,1.741191138,81.44558988
Masculino,1.742934918,87.36444809
Masculino,1.79338633,89.51248402
Masculino,1.704004243,74.46884522
Masculino,1.658917388,75.89856928
Masculino,1.776073327,84.30766448
Masculino,1.736461726,87.98864063
Masculino,1.800093045,93.37830995
Masculino,1.93071242,106.792865
Masculino,1.726335582,80.27075752
Masculino,1.772033221,90.27686899
Masculino,1.767044279,91.03782648
Masculino,1.817624476,97.05905876
Masculino,1.802334451,91.47295111
Masculino,1.662199427,65.37718767
Masculino,1.802793563,91.89926021
Masculino,1.727018421,83.44198566
Masculino,1.791170283,90.52272213
Masculino,1.755373463,79.85285339
Masculino,1.818781557,88.41992574
Masculino,1.775194788,92.31436006
Masculino,1.688005229,75.60688489
Masculino,1.785400396,94.12429163
Masculino,1.590547116,69.33294306
Masculino,1.692190718,66.32917727
Masculino,1.65989732,71.10574642
Masculino,1.818811193,95.2384962
Masculino,1.763088027,83.4165941
Masculino,1.775302865,91.07992112
Masculino,1.667915347,74.48696098
Masculino,1.635970141,70.14399656
Masculino,1.7431229,85.93272999
Masculino,1.767847179,80.10209405
Masculino,1.713312073,78.59495593
Masculino,1.731517863,84.02939717
Masculino,1.766661797,92.44715575
Masculino,1.669981369,82.57725767
Masculino,1.857308786,91.4912947
Masculino,1.69217152,80.6680715
Masculino,1.756306088,91.9106037
Masculino,1.675531194,84.47043447
Masculino,1.706962967,84.12052265
Masculino,1.662530512,79.7617167
Masculino,1.854964338,95.06742715
Masculino,1.73525802,81.36125168
Masculino,1.684890749,75.00978846
Masculino,1.83799438,89.93057058
Masculino,1.720022658,83.88365536
Masculino,1.790130819,90.83096318
Masculino,1.807539988,90.46627165
Masculino,1.761611401,91.77634925
Masculino,1.780469836,91.62281381
Masculino,1.760151209,89.52042801
Masculino,1.60807322,71.21560949
Masculino,1.724335639,83.16313431
Masculino,1.859355435,92.0897364
Masculino,1.85778534,87.96336946
Masculino,1.800757957,88.72328686
Masculino,1.832424394,97.45610118
Masculino,1.832172558,83.5277598
Masculino,1.808648116,87.88046447
Masculino,1.682804623,77.16037108
Masculino,1.837476355,93.30377864
Masculino,1.728950622,75.41585505
Masculino,1.813491646,89.99578061
Masculino,1.669441214,76.96340345
Masculino,1.704605364,72.59758823
Masculino,1.834261887,92.95820431
Masculino,1.60044849,67.08713706
Masculino,1.767056542,82.07745925
Masculino,1.788261643,98.80931214
Masculino,1.727967476,85.89299498
Masculino,1.772358922,79.87321166
Masculino,1.576797334,59.09277788
Masculino,1.67219426,72.265935
Masculino,1.797835775,87.07530078
Masculino,1.767114327,82.62372771
Masculino,1.710107446,85.43490565
Masculino,1.722490888,86.98087369
Masculino,1.693728966,73.82985491
Masculino,1.768848602,89.6281346
Masculino,1.64526563,82.82136012
Masculino,1.878658703,90.72172213
Masculino,1.72550795,83.64675123
Masculino,1.695959003,75.06489608
Masculino,1.750983483,80.12808063
Masculino,1.941437791,103.8150422
Masculino,1.752502092,81.80580323
Masculino,1.866946726,102.4992741
Masculino,1.767918826,86.09938183
Masculino,1.830511452,91.74453355
Masculino,1.790426303,81.15616361
Masculino,1.702685204,75.76998959
Masculino,1.681076356,78.30710335
Masculino,1.744832921,81.62962088
Masculino,1.692992137,72.64165509
